date,area_name,area_code,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,district_id
2022-06-19,Barking and Dagenham,E09000002,-19.0,-6.0,54.0,-14,-16.0,-1.0,277
2022-06-19,Croydon,E09000008,-13.0,4.0,7.0,-19,-5.0,-1.0,283
2022-06-19,Redbridge,E09000026,-17.0,-3.0,6.0,-20,-13.0,-2.0,301
2022-06-19,Richmond upon Thames,E09000027,28.0,0.0,-13.0,22,-18.0,-2.0,302
2022-06-19,Sutton,E09000029,-17.0,-7.0,26.0,-28,-9.0,-1.0,304
2022-06-19,Barnet,E09000003,-13.0,-1.0,50.0,-17,-3.0,-1.0,278
2022-06-19,Hackney,E09000012,-32.0,-9.0,-5.0,-22,-9.0,-1.0,287
2022-06-19,Kensington and Chelsea,E09000020,-24.0,2.0,13.0,-28,-22.0,-1.0,295
2022-06-19,Bexley,E09000004,-17.0,-3.0,21.0,-18,-4.0,-1.0,279
2022-06-19,Southwark,E09000028,-23.0,-3.0,13.0,-21,3.0,-2.0,303
2022-06-19,Lambeth,E09000022,-28.0,-11.0,53.0,-5,-2.0,-2.0,297
2022-06-19,Hillingdon,E09000017,-3.0,-7.0,55.0,0,-3.0,-2.0,292
2022-06-19,Brent,E09000005,7.0,4.0,38.0,1,-9.0,-1.0,280
2022-06-19,City of London,E09000001,-31.0,-58.0,-39.0,-10,,,276
2022-06-19,Waltham Forest,E09000031,-5.0,-5.0,8.0,-25,-15.0,-1.0,306
2022-06-19,Bromley,E09000006,-9.0,8.0,-5.0,-14,3.0,-1.0,281
2022-06-19,Greenwich,E09000011,0.0,1.0,-13.0,-9,-8.0,-1.0,286
2022-06-19,Newham,E09000025,-14.0,-5.0,118.0,-5,4.0,-2.0,300
2022-06-19,Kingston upon Thames,E09000021,-12.0,-10.0,115.0,-5,2.0,-2.0,296
2022-06-19,Ealing,E09000009,-10.0,-1.0,21.0,-18,-8.0,-1.0,284
2022-06-19,Enfield,E09000010,-16.0,-6.0,19.0,-31,-9.0,-1.0,285
2022-06-19,Hammersmith and Fulham,E09000013,-29.0,-14.0,10.0,-32,-17.0,-2.0,288
2022-06-18,Wandsworth,E09000032,-35.0,-18.0,-6.0,-6,-2.0,-1.0,307
2022-06-18,Lambeth,E09000022,-29.0,-12.0,37.0,-4,0.0,-1.0,297
2022-06-18,Bexley,E09000004,-27.0,1.0,36.0,-27,-11.0,-1.0,279
2022-06-18,Barnet,E09000003,-23.0,2.0,-1.0,-21,-13.0,0.0,278
2022-06-18,Islington,E09000019,-40.0,-11.0,-12.0,-51,-11.0,-1.0,294
2022-06-18,Newham,E09000025,-20.0,-6.0,218.0,-12,-2.0,-2.0,300
2022-06-18,Tower Hamlets,E09000030,-15.0,-7.0,-13.0,-27,-8.0,-1.0,305
2022-06-18,Southwark,E09000028,-33.0,-14.0,0.0,-17,1.0,-2.0,303
2022-06-18,Bromley,E09000006,-22.0,7.0,1.0,-18,-3.0,0.0,281
2022-06-18,Westminster,E09000033,-31.0,-5.0,-28.0,-3,-15.0,-1.0,308
2022-06-18,Kingston upon Thames,E09000021,-26.0,-5.0,45.0,-16,0.0,0.0,296
2022-06-18,Camden,E09000007,-29.0,-13.0,-1.0,9,-3.0,-1.0,282
2022-06-18,Haringey,E09000014,-29.0,-14.0,-18.0,-21,-23.0,-1.0,289
2022-06-18,Hammersmith and Fulham,E09000013,-39.0,-10.0,-3.0,-34,-20.0,-1.0,288
2022-06-18,Ealing,E09000009,-20.0,-6.0,40.0,-21,-12.0,-1.0,284
2022-06-18,Hounslow,E09000018,-16.0,11.0,-5.0,-3,-5.0,-1.0,293
2022-06-18,Hackney,E09000012,-31.0,-10.0,-15.0,-23,-17.0,-1.0,287
2022-06-18,Lewisham,E09000023,-14.0,-1.0,14.0,-17,-17.0,-1.0,298
2022-06-18,Waltham Forest,E09000031,-17.0,-4.0,-32.0,-27,-18.0,0.0,306
2022-06-18,Croydon,E09000008,-25.0,5.0,3.0,-22,-10.0,-1.0,283
2022-06-18,Harrow,E09000015,-18.0,9.0,50.0,-2,5.0,-1.0,290
2022-06-18,Greenwich,E09000011,-7.0,2.0,-29.0,-4,-13.0,0.0,286
2022-06-18,Brent,E09000005,-9.0,-3.0,24.0,-8,-12.0,-1.0,280
2022-06-18,Redbridge,E09000026,-24.0,-5.0,-14.0,-24,-14.0,-1.0,301
2022-06-18,Hillingdon,E09000017,-16.0,-7.0,42.0,-2,-12.0,-1.0,292
2022-06-18,Merton,E09000024,-29.0,-5.0,-23.0,-21,-13.0,-1.0,299
2022-06-18,Barking and Dagenham,E09000002,-19.0,0.0,38.0,-19,-17.0,-1.0,277
2022-06-18,City of London,E09000001,-34.0,-58.0,-37.0,-1,,,276
2022-06-18,Richmond upon Thames,E09000027,27.0,1.0,-15.0,32,-12.0,0.0,302
2022-06-18,Enfield,E09000010,-23.0,-8.0,-5.0,-36,-13.0,0.0,285
2022-06-18,Havering,E09000016,-22.0,5.0,-7.0,-15,-4.0,-1.0,291
2022-06-18,Sutton,E09000029,-24.0,-9.0,27.0,-32,-11.0,-1.0,304
2022-06-18,Kensington and Chelsea,E09000020,-32.0,1.0,2.0,-33,-19.0,0.0,295
2022-06-17,Greenwich,E09000011,-2.0,13.0,30.0,-13,-39.0,6.0,286
2022-06-17,Wandsworth,E09000032,-25.0,-7.0,58.0,-17,-41.0,7.0,307
2022-06-17,Hillingdon,E09000017,-11.0,4.0,70.0,-8,-32.0,5.0,292
2022-06-17,Hammersmith and Fulham,E09000013,-36.0,-7.0,51.0,-38,-43.0,6.0,288
2022-06-17,Haringey,E09000014,-20.0,-3.0,49.0,-27,-39.0,4.0,289
2022-06-17,Southwark,E09000028,-27.0,-3.0,37.0,-26,-33.0,5.0,303
2022-06-17,Barking and Dagenham,E09000002,-16.0,13.0,86.0,-16,-28.0,3.0,277
2022-06-17,Kensington and Chelsea,E09000020,-28.0,5.0,6.0,-37,-40.0,6.0,295
2022-06-17,Hounslow,E09000018,-10.0,10.0,42.0,-18,-27.0,4.0,293
2022-06-17,Enfield,E09000010,-19.0,0.0,31.0,-37,-31.0,4.0,285
2022-06-17,City of London,E09000001,-61.0,-59.0,-37.0,-37,-40.0,,276
2022-06-17,Brent,E09000005,-16.0,10.0,102.0,-22,-29.0,3.0,280
2022-06-17,Lambeth,E09000022,-20.0,-1.0,130.0,-28,-37.0,6.0,297
2022-06-17,Bromley,E09000006,-16.0,14.0,23.0,-29,-41.0,8.0,281
2022-06-17,Bexley,E09000004,-23.0,6.0,54.0,-33,-34.0,6.0,279
2022-06-17,Islington,E09000019,-45.0,-14.0,60.0,-67,-49.0,7.0,294
2022-06-17,Croydon,E09000008,-20.0,13.0,25.0,-25,-29.0,5.0,283
2022-06-17,Harrow,E09000015,-13.0,20.0,106.0,-17,-25.0,6.0,290
2022-06-17,Redbridge,E09000026,-17.0,4.0,28.0,-29,-39.0,5.0,301
2022-06-17,Ealing,E09000009,-13.0,1.0,58.0,-31,-32.0,4.0,284
2022-06-17,Merton,E09000024,-27.0,5.0,3.0,-27,-34.0,6.0,299
2022-06-17,Havering,E09000016,-19.0,8.0,18.0,-22,-31.0,5.0,291
2022-06-17,Sutton,E09000029,-22.0,-5.0,44.0,-39,-40.0,6.0,304
2022-06-17,Tower Hamlets,E09000030,-21.0,3.0,32.0,-38,-42.0,7.0,305
2022-06-17,Richmond upon Thames,E09000027,-20.0,9.0,40.0,-27,-49.0,7.0,302
2022-06-17,Kingston upon Thames,E09000021,-21.0,-4.0,,-25,-36.0,7.0,296
2022-06-17,Westminster,E09000033,-41.0,-6.0,8.0,-22,-42.0,5.0,308
2022-06-17,Barnet,E09000003,-18.0,3.0,52.0,-27,-32.0,6.0,278
2022-06-17,Lewisham,E09000023,-4.0,7.0,50.0,-24,-39.0,6.0,298
2022-06-17,Camden,E09000007,-34.0,-1.0,102.0,-11,-40.0,7.0,282
2022-06-17,Hackney,E09000012,-25.0,9.0,86.0,-29,-36.0,5.0,287
2022-06-17,Waltham Forest,E09000031,-7.0,1.0,16.0,-31,-37.0,5.0,306
2022-06-17,Newham,E09000025,-19.0,4.0,237.0,-19,-24.0,3.0,300
2022-06-16,Greenwich,E09000011,3.0,16.0,17.0,-17,-37.0,6.0,286
2022-06-16,Hackney,E09000012,-22.0,6.0,53.0,-31,-32.0,4.0,287
2022-06-16,Westminster,E09000033,-32.0,-3.0,17.0,-19,-36.0,5.0,308
2022-06-16,Brent,E09000005,-13.0,11.0,94.0,-23,-28.0,3.0,280
2022-06-16,Southwark,E09000028,-21.0,-4.0,36.0,-25,-26.0,5.0,303
2022-06-16,Hounslow,E09000018,-8.0,14.0,41.0,-19,-25.0,4.0,293
2022-06-16,Barking and Dagenham,E09000002,-14.0,13.0,79.0,-14,-30.0,2.0,277
2022-06-16,Kingston upon Thames,E09000021,-20.0,-1.0,,-25,-32.0,6.0,296
2022-06-16,Redbridge,E09000026,-14.0,3.0,25.0,-33,-37.0,5.0,301
2022-06-16,Camden,E09000007,-27.0,-2.0,53.0,-11,-36.0,6.0,282
2022-06-16,Sutton,E09000029,-15.0,2.0,47.0,-38,-37.0,6.0,304
2022-06-16,Barnet,E09000003,-16.0,6.0,52.0,-26,-31.0,6.0,278
2022-06-16,Bexley,E09000004,-18.0,6.0,39.0,-28,-30.0,5.0,279
2022-06-16,Lambeth,E09000022,-17.0,-5.0,114.0,-28,-31.0,5.0,297
2022-06-16,Richmond upon Thames,E09000027,-16.0,11.0,38.0,-27,-46.0,7.0,302
2022-06-16,Croydon,E09000008,-12.0,16.0,30.0,-25,-26.0,5.0,283
2022-06-16,Enfield,E09000010,-17.0,0.0,39.0,-36,-30.0,4.0,285
2022-06-16,Kensington and Chelsea,E09000020,-22.0,7.0,23.0,-33,-36.0,5.0,295
2022-06-16,Ealing,E09000009,-8.0,4.0,54.0,-29,-29.0,4.0,284
2022-06-16,Harrow,E09000015,-6.0,16.0,99.0,-17,-21.0,5.0,290
2022-06-16,Merton,E09000024,-21.0,0.0,-1.0,-29,-34.0,5.0,299
2022-06-16,Tower Hamlets,E09000030,-12.0,3.0,32.0,-38,-38.0,6.0,305
2022-06-16,Havering,E09000016,-11.0,16.0,16.0,-21,-26.0,5.0,291
2022-06-16,Islington,E09000019,-35.0,-11.0,49.0,-65,-42.0,6.0,294
2022-06-16,Waltham Forest,E09000031,-2.0,5.0,17.0,-29,-34.0,4.0,306
2022-06-16,Newham,E09000025,-13.0,4.0,202.0,-25,-24.0,3.0,300
2022-06-16,Lewisham,E09000023,0.0,10.0,50.0,-23,-34.0,6.0,298
2022-06-16,Wandsworth,E09000032,-23.0,-9.0,30.0,-17,-37.0,6.0,307
2022-06-16,Haringey,E09000014,-19.0,-2.0,32.0,-25,-36.0,4.0,289
2022-06-16,Hammersmith and Fulham,E09000013,-29.0,-3.0,39.0,-34,-41.0,5.0,288
2022-06-16,Bromley,E09000006,-11.0,15.0,21.0,-31,-36.0,7.0,281
2022-06-16,City of London,E09000001,-43.0,-45.0,-26.0,-30,-31.0,,276
2022-06-16,Hillingdon,E09000017,-8.0,9.0,63.0,-6,-30.0,4.0,292
2022-06-15,Hammersmith and Fulham,E09000013,-26.0,-6.0,42.0,-36,-41.0,5.0,288
2022-06-15,Hackney,E09000012,-23.0,2.0,58.0,-36,-31.0,5.0,287
2022-06-15,Kingston upon Thames,E09000021,-20.0,-4.0,,-19,-32.0,6.0,296
2022-06-15,Croydon,E09000008,-11.0,11.0,24.0,-26,-25.0,5.0,283
2022-06-15,Bromley,E09000006,-11.0,10.0,24.0,-27,-36.0,7.0,281
2022-06-15,Merton,E09000024,-23.0,-3.0,12.0,-27,-31.0,6.0,299
2022-06-15,Camden,E09000007,-29.0,-9.0,40.0,-10,-34.0,6.0,282
2022-06-15,Lewisham,E09000023,-2.0,8.0,52.0,-21,-31.0,6.0,298
2022-06-15,Tower Hamlets,E09000030,-10.0,1.0,23.0,-34,-37.0,6.0,305
2022-06-15,Richmond upon Thames,E09000027,-16.0,6.0,31.0,-28,-46.0,7.0,302
2022-06-15,Barnet,E09000003,-16.0,1.0,47.0,-23,-31.0,6.0,278
2022-06-15,Hillingdon,E09000017,-8.0,2.0,77.0,-7,-29.0,4.0,292
2022-06-15,Sutton,E09000029,-15.0,2.0,60.0,-34,-35.0,6.0,304
2022-06-15,Havering,E09000016,-10.0,7.0,24.0,-23,-25.0,5.0,291
2022-06-15,Waltham Forest,E09000031,-3.0,4.0,18.0,-30,-32.0,4.0,306
2022-06-15,Brent,E09000005,-12.0,10.0,84.0,-22,-28.0,3.0,280
2022-06-15,Islington,E09000019,-37.0,-13.0,45.0,-66,-43.0,7.0,294
2022-06-15,Barking and Dagenham,E09000002,-15.0,12.0,73.0,-22,-29.0,3.0,277
2022-06-15,City of London,E09000001,-45.0,-44.0,-18.0,-29,-33.0,,276
2022-06-15,Harrow,E09000015,-5.0,16.0,108.0,-9,-18.0,5.0,290
2022-06-15,Westminster,E09000033,-32.0,-2.0,11.0,-20,-36.0,5.0,308
2022-06-15,Greenwich,E09000011,7.0,11.0,16.0,-13,-35.0,5.0,286
2022-06-15,Haringey,E09000014,-23.0,-5.0,29.0,-32,-36.0,4.0,289
2022-06-15,Bexley,E09000004,-16.0,6.0,54.0,-29,-31.0,6.0,279
2022-06-15,Enfield,E09000010,-19.0,-2.0,41.0,-36,-29.0,4.0,285
2022-06-15,Lambeth,E09000022,-20.0,-6.0,106.0,-30,-30.0,6.0,297
2022-06-15,Southwark,E09000028,-20.0,-4.0,32.0,-22,-29.0,5.0,303
2022-06-15,Hounslow,E09000018,-9.0,10.0,42.0,-15,-22.0,4.0,293
2022-06-15,Wandsworth,E09000032,-20.0,-10.0,43.0,-19,-35.0,7.0,307
2022-06-15,Kensington and Chelsea,E09000020,-24.0,6.0,26.0,-35,-34.0,6.0,295
2022-06-15,Redbridge,E09000026,-17.0,5.0,26.0,-29,-37.0,5.0,301
2022-06-15,Ealing,E09000009,-7.0,4.0,55.0,-28,-31.0,4.0,284
2022-06-15,Newham,E09000025,-16.0,2.0,214.0,-21,-21.0,3.0,300
2022-06-14,Brent,E09000005,-12.0,8.0,105.0,-22,-26.0,3.0,280
2022-06-14,Sutton,E09000029,-15.0,-2.0,64.0,-34,-36.0,6.0,304
2022-06-14,Redbridge,E09000026,-14.0,7.0,28.0,-28,-38.0,5.0,301
2022-06-14,Tower Hamlets,E09000030,-12.0,2.0,26.0,-40,-38.0,6.0,305
2022-06-14,Hounslow,E09000018,-7.0,7.0,55.0,-17,-25.0,4.0,293
2022-06-14,Merton,E09000024,-22.0,-3.0,15.0,-26,-32.0,6.0,299
2022-06-14,Harrow,E09000015,-3.0,17.0,111.0,-13,-17.0,5.0,290
2022-06-14,Westminster,E09000033,-31.0,-5.0,13.0,-22,-35.0,5.0,308
2022-06-14,Kingston upon Thames,E09000021,-19.0,-1.0,,-26,-32.0,6.0,296
2022-06-14,Islington,E09000019,-35.0,-14.0,47.0,-67,-43.0,7.0,294
2022-06-14,Barnet,E09000003,-14.0,1.0,68.0,-24,-31.0,6.0,278
2022-06-14,Richmond upon Thames,E09000027,-20.0,7.0,32.0,-29,-46.0,7.0,302
2022-06-14,Hillingdon,E09000017,-9.0,0.0,70.0,-9,-27.0,4.0,292
2022-06-14,Hammersmith and Fulham,E09000013,-28.0,-4.0,35.0,-35,-40.0,5.0,288
2022-06-14,Kensington and Chelsea,E09000020,-22.0,5.0,10.0,-36,-35.0,5.0,295
2022-06-14,Lambeth,E09000022,-25.0,-7.0,109.0,-29,-30.0,6.0,297
2022-06-14,Enfield,E09000010,-16.0,-4.0,45.0,-36,-29.0,4.0,285
2022-06-14,Haringey,E09000014,-17.0,-5.0,48.0,-28,-38.0,4.0,289
2022-06-14,Southwark,E09000028,-23.0,-6.0,21.0,-27,-29.0,6.0,303
2022-06-14,Wandsworth,E09000032,-23.0,-12.0,42.0,-20,-34.0,7.0,307
2022-06-14,Croydon,E09000008,-12.0,14.0,32.0,-28,-27.0,5.0,283
2022-06-14,Newham,E09000025,-10.0,4.0,223.0,-21,-23.0,3.0,300
2022-06-14,Bexley,E09000004,-19.0,6.0,54.0,-31,-30.0,5.0,279
2022-06-14,Hackney,E09000012,-25.0,-1.0,66.0,-35,-33.0,5.0,287
2022-06-14,City of London,E09000001,-45.0,-47.0,-22.0,-33,-29.0,,276
2022-06-14,Camden,E09000007,-29.0,-6.0,33.0,-14,-37.0,6.0,282
2022-06-14,Bromley,E09000006,-9.0,12.0,30.0,-29,-35.0,7.0,281
2022-06-14,Barking and Dagenham,E09000002,-15.0,6.0,75.0,-18,-31.0,3.0,277
2022-06-14,Greenwich,E09000011,13.0,5.0,22.0,-12,-37.0,6.0,286
2022-06-14,Lewisham,E09000023,-3.0,7.0,59.0,-24,-32.0,6.0,298
2022-06-14,Havering,E09000016,-11.0,8.0,25.0,-23,-25.0,5.0,291
2022-06-14,Waltham Forest,E09000031,-9.0,-1.0,24.0,-33,-35.0,5.0,306
2022-06-14,Ealing,E09000009,-8.0,6.0,66.0,-27,-29.0,5.0,284
2022-06-13,Barking and Dagenham,E09000002,-15.0,8.0,89.0,-18,-31.0,3.0,277
2022-06-13,Westminster,E09000033,-34.0,-5.0,7.0,-22,-41.0,7.0,308
2022-06-13,Hammersmith and Fulham,E09000013,-29.0,-6.0,37.0,-31,-42.0,8.0,288
2022-06-13,Barnet,E09000003,-16.0,5.0,56.0,-27,-33.0,6.0,278
2022-06-13,Hackney,E09000012,-30.0,0.0,49.0,-41,-36.0,6.0,287
2022-06-13,Bexley,E09000004,-19.0,3.0,50.0,-32,-33.0,6.0,279
2022-06-13,Lambeth,E09000022,-27.0,-9.0,95.0,-35,-36.0,8.0,297
2022-06-13,Greenwich,E09000011,6.0,9.0,21.0,-12,-38.0,7.0,286
2022-06-13,Enfield,E09000010,-14.0,-4.0,50.0,-38,-30.0,4.0,285
2022-06-13,Wandsworth,E09000032,-24.0,-11.0,31.0,-27,-41.0,9.0,307
2022-06-13,Lewisham,E09000023,-1.0,3.0,42.0,-28,-37.0,7.0,298
2022-06-13,Waltham Forest,E09000031,-4.0,2.0,24.0,-33,-36.0,5.0,306
2022-06-13,Islington,E09000019,-38.0,-15.0,22.0,-66,-48.0,9.0,294
2022-06-13,Tower Hamlets,E09000030,-18.0,-1.0,23.0,-38,-42.0,8.0,305
2022-06-13,Merton,E09000024,-23.0,1.0,17.0,-28,-33.0,7.0,299
2022-06-13,Haringey,E09000014,-17.0,-5.0,30.0,-30,-39.0,5.0,289
2022-06-13,Brent,E09000005,-12.0,11.0,106.0,-24,-28.0,4.0,280
2022-06-13,Sutton,E09000029,-15.0,0.0,71.0,-40,-39.0,7.0,304
2022-06-13,Camden,E09000007,-31.0,-14.0,21.0,-16,-41.0,8.0,282
2022-06-13,Southwark,E09000028,-26.0,-4.0,13.0,-34,-31.0,7.0,303
2022-06-13,Newham,E09000025,-12.0,6.0,225.0,-17,-26.0,4.0,300
2022-06-13,Ealing,E09000009,-10.0,5.0,67.0,-26,-31.0,5.0,284
2022-06-13,Kingston upon Thames,E09000021,-17.0,0.0,,-27,-34.0,8.0,296
2022-06-13,Hillingdon,E09000017,-9.0,3.0,81.0,-13,-29.0,5.0,292
2022-06-13,Havering,E09000016,-10.0,9.0,36.0,-25,-27.0,5.0,291
2022-06-13,Hounslow,E09000018,-5.0,13.0,44.0,-18,-27.0,4.0,293
2022-06-13,Harrow,E09000015,-3.0,20.0,119.0,-18,-20.0,6.0,290
2022-06-13,Redbridge,E09000026,-13.0,6.0,33.0,-31,-37.0,6.0,301
2022-06-13,Richmond upon Thames,E09000027,-23.0,6.0,26.0,-33,-48.0,8.0,302
2022-06-13,Bromley,E09000006,-11.0,10.0,25.0,-31,-39.0,8.0,281
2022-06-13,City of London,E09000001,-55.0,-56.0,-40.0,-40,-36.0,,276
2022-06-13,Kensington and Chelsea,E09000020,-27.0,7.0,-3.0,-29,-37.0,7.0,295
2022-06-13,Croydon,E09000008,-14.0,11.0,39.0,-26,-27.0,6.0,283
2022-06-12,Harrow,E09000015,-14.0,8.0,119.0,9,11.0,-2.0,290
2022-06-12,Richmond upon Thames,E09000027,-24.0,-2.0,17.0,-22,-16.0,-2.0,302
2022-06-12,Croydon,E09000008,-19.0,5.0,46.0,-22,-4.0,-1.0,283
2022-06-12,Barnet,E09000003,-20.0,-3.0,55.0,-17,-3.0,-2.0,278
2022-06-12,Camden,E09000007,-26.0,-9.0,28.0,14,-7.0,-2.0,282
2022-06-12,Greenwich,E09000011,-5.0,2.0,12.0,-5,-8.0,-1.0,286
2022-06-12,Enfield,E09000010,-24.0,-7.0,47.0,-29,-8.0,-1.0,285
2022-06-12,Westminster,E09000033,-28.0,-1.0,-13.0,-4,-18.0,-2.0,308
2022-06-12,Lambeth,E09000022,-29.0,-9.0,85.0,-11,1.0,-2.0,297
2022-06-12,Waltham Forest,E09000031,-8.0,-5.0,35.0,-25,-13.0,-2.0,306
2022-06-12,Lewisham,E09000023,-9.0,-3.0,39.0,-12,-13.0,-1.0,298
2022-06-12,Brent,E09000005,4.0,4.0,74.0,1,-8.0,-2.0,280
2022-06-12,Hounslow,E09000018,-6.0,10.0,26.0,3,-4.0,-1.0,293
2022-06-12,Ealing,E09000009,-12.0,3.0,45.0,-17,-7.0,-1.0,284
2022-06-12,Newham,E09000025,0.0,-5.0,350.0,8,5.0,-3.0,300
2022-06-12,Hackney,E09000012,-30.0,-8.0,31.0,-19,-7.0,-2.0,287
2022-06-12,City of London,E09000001,-31.0,-55.0,-32.0,-16,,,276
2022-06-12,Sutton,E09000029,-23.0,-10.0,59.0,-28,-8.0,-1.0,304
2022-06-12,Bexley,E09000004,-24.0,-1.0,59.0,-19,-7.0,-1.0,279
2022-06-12,Haringey,E09000014,-23.0,-10.0,16.0,-23,-21.0,-2.0,289
2022-06-12,Kensington and Chelsea,E09000020,-31.0,3.0,4.0,-30,-28.0,0.0,295
2022-06-12,Bromley,E09000006,-17.0,5.0,25.0,-13,4.0,-1.0,281
2022-06-12,Islington,E09000019,-39.0,-13.0,35.0,-49,-10.0,-2.0,294
2022-06-12,Merton,E09000024,-23.0,-11.0,15.0,-21,-7.0,-2.0,299
2022-06-12,Redbridge,E09000026,-20.0,-5.0,48.0,-17,-14.0,-2.0,301
2022-06-12,Tower Hamlets,E09000030,-11.0,-16.0,17.0,-29,-5.0,-2.0,305
2022-06-12,Barking and Dagenham,E09000002,-20.0,-5.0,87.0,-16,-18.0,-1.0,277
2022-06-12,Havering,E09000016,-17.0,6.0,39.0,-10,2.0,-2.0,291
2022-06-12,Hillingdon,E09000017,-9.0,-8.0,80.0,0,-4.0,-1.0,292
2022-06-12,Wandsworth,E09000032,-30.0,-17.0,28.0,-19,5.0,-2.0,307
2022-06-12,Kingston upon Thames,E09000021,-17.0,-9.0,157.0,-7,4.0,-2.0,296
2022-06-12,Southwark,E09000028,-26.0,-4.0,19.0,-14,3.0,-2.0,303
2022-06-12,Hammersmith and Fulham,E09000013,-35.0,-13.0,67.0,-35,-15.0,-2.0,288
2022-06-11,Tower Hamlets,E09000030,-15.0,-4.0,13.0,-31,-7.0,-2.0,305
2022-06-11,Southwark,E09000028,-30.0,-11.0,8.0,-17,1.0,-2.0,303
2022-06-11,Camden,E09000007,-29.0,-10.0,11.0,6,-1.0,-1.0,282
2022-06-11,Lewisham,E09000023,-10.0,-1.0,25.0,-13,-17.0,-1.0,298
2022-06-11,Harrow,E09000015,-17.0,12.0,118.0,-2,8.0,-1.0,290
2022-06-11,Bexley,E09000004,-21.0,1.0,55.0,-25,-8.0,-1.0,279
2022-06-11,Croydon,E09000008,-22.0,5.0,48.0,-23,-8.0,-1.0,283
2022-06-11,Islington,E09000019,-40.0,-10.0,30.0,-39,-11.0,-2.0,294
2022-06-11,Haringey,E09000014,-26.0,-12.0,17.0,-24,-22.0,-2.0,289
2022-06-11,Hackney,E09000012,-29.0,-7.0,33.0,-22,-14.0,-2.0,287
2022-06-11,Kensington and Chelsea,E09000020,-33.0,9.0,10.0,-36,-19.0,0.0,295
2022-06-11,City of London,E09000001,-33.0,-53.0,-24.0,-10,,,276
2022-06-11,Hammersmith and Fulham,E09000013,-39.0,-7.0,66.0,-33,-16.0,-2.0,288
2022-06-11,Greenwich,E09000011,-10.0,2.0,12.0,-5,-9.0,-1.0,286
2022-06-11,Redbridge,E09000026,-21.0,-5.0,14.0,-16,-10.0,-1.0,301
2022-06-11,Lambeth,E09000022,-28.0,-11.0,72.0,-12,3.0,-2.0,297
2022-06-11,Bromley,E09000006,-19.0,8.0,13.0,-18,2.0,0.0,281
2022-06-11,Newham,E09000025,-25.0,-5.0,155.0,-5,-1.0,-2.0,300
2022-06-11,Ealing,E09000009,-17.0,2.0,54.0,-18,-9.0,-1.0,284
2022-06-11,Wandsworth,E09000032,-31.0,-16.0,29.0,-10,-4.0,-2.0,307
2022-06-11,Waltham Forest,E09000031,-12.0,-1.0,-7.0,-24,-15.0,-1.0,306
2022-06-11,Sutton,E09000029,-21.0,-8.0,45.0,-31,-10.0,-1.0,304
2022-06-11,Hounslow,E09000018,-14.0,9.0,20.0,-4,-3.0,-1.0,293
2022-06-11,Merton,E09000024,-27.0,-7.0,2.0,-23,-8.0,-1.0,299
2022-06-11,Barking and Dagenham,E09000002,-19.0,1.0,73.0,-16,-15.0,-1.0,277
2022-06-11,Richmond upon Thames,E09000027,-20.0,1.0,5.0,-16,-12.0,-1.0,302
2022-06-11,Westminster,E09000033,-32.0,-3.0,-13.0,-10,-17.0,-1.0,308
2022-06-11,Brent,E09000005,-19.0,-1.0,77.0,-18,-9.0,-2.0,280
2022-06-11,Enfield,E09000010,-20.0,-8.0,37.0,-31,-10.0,-1.0,285
2022-06-11,Havering,E09000016,-19.0,4.0,24.0,-16,-1.0,-1.0,291
2022-06-11,Hillingdon,E09000017,-13.0,-7.0,88.0,-3,-9.0,-2.0,292
2022-06-11,Kingston upon Thames,E09000021,-23.0,-6.0,99.0,-15,4.0,-1.0,296
2022-06-11,Barnet,E09000003,-17.0,4.0,47.0,-18,-9.0,-1.0,278
2022-06-10,Barking and Dagenham,E09000002,-16.0,13.0,81.0,-19,-27.0,3.0,277
2022-06-10,Tower Hamlets,E09000030,-24.0,-2.0,5.0,-41,-41.0,8.0,305
2022-06-10,Kingston upon Thames,E09000021,-18.0,-2.0,,-28,-34.0,7.0,296
2022-06-10,Brent,E09000005,-10.0,9.0,76.0,-22,-27.0,4.0,280
2022-06-10,Richmond upon Thames,E09000027,-20.0,5.0,27.0,-30,-47.0,7.0,302
2022-06-10,Kensington and Chelsea,E09000020,-32.0,4.0,-2.0,-38,-40.0,8.0,295
2022-06-10,Hackney,E09000012,-26.0,3.0,30.0,-34,-35.0,6.0,287
2022-06-10,Wandsworth,E09000032,-25.0,-9.0,31.0,-21,-39.0,8.0,307
2022-06-10,Barnet,E09000003,-16.0,2.0,58.0,-26,-31.0,6.0,278
2022-06-10,Waltham Forest,E09000031,-5.0,-1.0,14.0,-34,-34.0,5.0,306
2022-06-10,Greenwich,E09000011,-9.0,7.0,12.0,-13,-37.0,6.0,286
2022-06-10,Haringey,E09000014,-19.0,-5.0,26.0,-28,-38.0,5.0,289
2022-06-10,Newham,E09000025,-18.0,3.0,195.0,-22,-23.0,3.0,300
2022-06-10,Havering,E09000016,-12.0,6.0,33.0,-23,-28.0,4.0,291
2022-06-10,Lambeth,E09000022,-25.0,-5.0,82.0,-35,-35.0,7.0,297
2022-06-10,Bromley,E09000006,-13.0,9.0,22.0,-29,-39.0,8.0,281
